Event_Name,Event_Client_Id,Venue_Name,Event_Date,Event_Time,as_of_date,unique_views,order_qty,tkt_qty
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-04-13,0,0,0
Canucks vs. Penguins,11005724CCF73B0D,Rogers Arena,2019-12-21,19:00,2020-01-08,0,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-04-15,0,0,0
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2020-04-07,0,0,0
Canucks vs. Ducks,11005D05E8D65350,Rogers Arena,2022-11-03,19:00,2023-01-22,0,0,0
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2024-02-07,232,2,4
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:00,2024-02-09,124,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-12-24,127,4,8
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-12-10,97,1,3
Canucks vs. Flames,11005EDDB60D30B2,Rogers Arena,2024-03-23,19:00,2023-11-29,19,1,2
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-01-22,573,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-02-22,1327,0,0
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2024-03-23,848,0,0
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-11-21,213,9,24
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2021-11-03,66,4,13
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-12-14,117,4,9
Canucks vs. Avalanche,11005724C2D237B6,Rogers Arena,2019-11-16,19:00,2019-09-29,92,3,12
Canucks vs. Canadiens,11005724C2DB37C6,Rogers Arena,2019-12-17,19:00,2019-09-14,137,7,15
Canucks vs. Stars,11005723A1383227,Rogers Arena,2019-11-14,19:00,2019-10-29,211,11,32
Cancelled ticket due to 50% capacity Canucks vs Oilers,11005B3CECD22C7D,Rogers Arena,2022-01-25,19:00,2021-10-19,130,5,11
Canucks vs. Avalanche,11005D05E88852BC,Rogers Arena,2023-01-05,19:00,2022-12-17,284,10,29
Canucks vs. Stars,1100552676892A23,Rogers Arena,2019-03-30,19:00,2018-12-11,24,3,11
Canucks vs. Sabres,11005D05E8CB533C,Rogers Arena,2022-10-22,19:00,2022-09-12,364,4,9
Canucks vs. Senators,1100572383F51F36,Rogers Arena,2019-12-03,19:00,2019-11-27,278,18,41
Canucks vs. Rangers,11005EDDB62F3121,Rogers Arena,2023-10-28,19:00,2023-08-21,327,4,13
Canucks vs. Senators,1100572383F51F36,Rogers Arena,2019-12-03,19:00,2019-10-25,205,9,34
Canucks vs. Vegas Golden Knights,11005EDDB6463163,Rogers Arena,2023-11-30,19:00,2023-08-24,52,3,7
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-03-28,3442,15,35
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2024-01-17,770,5,9
Canucks vs. Coyotes,110056FDD5B33CCE,Rogers Arena,2019-09-26,19:00,2019-08-13,38,2,9
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2022-03-10,335,19,45
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2022-02-16,91,3,7
Canucks vs. Rangers,11005724C2BF37A3,Rogers Arena,2020-01-04,19:00,2019-11-28,142,3,11
Canucks vs. Ducks,11005D05E8AA5309,Rogers Arena,2023-03-08,19:00,2022-11-06,25,2,9
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2020-02-03,540,25,51
Canucks vs. Flames,11005EDDB6273103,Rogers Arena,2023-10-06,19:00,2023-08-23,227,7,18
Canucks vs. Senators,11005B3CECC72C72,Rogers Arena,2022-01-08,19:00,2021-11-23,156,3,8
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-11-22,124,7,23
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-08-30,60,4,8
Canucks vs. Bruins,11005724CCEE3B00,Rogers Arena,2020-02-22,19:00,2019-09-15,97,5,13
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-10-29,255,5,13
Canucks vs. Jets,11005B3CED1B2D91,Rogers Arena,2021-11-19,19:00,2021-10-08,204,21,54
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2023-12-21,332,7,18
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-10-07,33,3,6
Canucks vs Kraken Moving to 50 percent capacity-Updates in progress,11005B3CED392DB1,Rogers Arena,2021-12-27,19:00,2021-12-05,475,8,21
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2023-10-27,106,3,10
Canucks vs. Oilers,11005724C2D637C4,Rogers Arena,2019-12-01,19:00,2019-11-06,358,3,6
Canucks vs. Predators,11005723A1333222,Rogers Arena,2019-11-12,19:00,2019-11-04,425,21,53
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2019-09-10,85,9,35
Canucks vs. Oilers,11005D05E89152CB,Rogers Arena,2023-01-21,19:00,2022-12-29,474,3,6
Canucks vs. Seattle Kraken,11005EDDB63D315B,Rogers Arena,2023-11-18,19:00,2023-10-19,333,4,13
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-12-17,450,2,3
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-11-17,39,2,7
Canucks vs. Canadiens,11005EDDB60A30A4,Rogers Arena,2024-03-21,19:00,2023-08-29,77,2,5
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-10-07,31,2,5
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2021-12-22,20,2,4
Canucks vs. Senators,11005B95FC1B40F9,Rogers Arena,2022-04-19,19:00,2022-02-25,80,2,4
Canucks vs. Sharks,11005EDDB640315D,Rogers Arena,2023-11-20,19:00,2023-10-20,133,2,4
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2024-03-16,290,1,2
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-08-12,25,1,2
Canucks vs. Coyotes,11005B3CECF52D6C,Rogers Arena,2022-04-14,19:00,2021-10-17,13,1,2
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2019-11-07,30,1,2
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-10-22,58,1,2
Canucks vs. Vegas Golden Knights,11005B3CECF32D6A,Rogers Arena,2022-04-12,19:00,2021-10-31,12,1,4
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2019-12-31,32,1,1
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2023-01-07,55,1,5
Canucks vs. Flyers,11005D05E89D52EF,Rogers Arena,2023-02-18,19:00,2022-09-25,37,1,5
Canucks vs. Oilers,11005EDDB62030E5,Rogers Arena,2023-09-30,18:00,2023-09-20,522,7,15
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-07-18,1509,66,159
Canucks vs. Kings,11005EDDB61030CC,Rogers Arena,2024-03-25,18:00,2023-07-17,79,10,22
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-11-27,213,5,11
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-01-31,133,4,8
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2018-12-08,134,4,10
Canucks vs. Hurricanes,11005D05E8CE5342,Rogers Arena,2022-10-24,19:30,2022-09-29,246,3,11
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2022-09-17,27,1,5
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-10-14,30,1,4
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-10-26,44,1,2
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-01-07,385,1,2
Canucks vs. Vegas Golden Knights,11005D05E8DE5377,Rogers Arena,2022-11-21,19:30,2022-11-22,103,0,0
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2022-03-16,3,0,0
Canucks vs. Wild,11005723A10D3177,Rogers Arena,2020-02-19,19:30,2019-09-11,16,0,0
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2024-02-19,1227,0,0
Canucks vs. Leafs,11005D05E8A552FD,Rogers Arena,2023-03-04,16:00,2022-09-29,135,0,0
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-12-23,2,0,0
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-02-04,151,0,0
2019 NHL Draft presented by adidas Round 1,1.10057E+15,Rogers Arena,2019-06-21,17:00,2019-07-14,1,0,0
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-12-17,0,0,0
Canucks vs. Bruins,11005B3CED252D9F,Rogers Arena,2021-12-08,18:00,2022-03-22,0,0,0
Canucks vs. Hurricanes,11005D05E8CE5342,Rogers Arena,2022-10-24,19:30,2023-04-01,0,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-08-16,7,0,0
Canucks vs. Kings,11005B3CED222D9D,Rogers Arena,2021-12-06,19:00,2021-10-01,7,0,0
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-02-23,8,0,0
Canucks vs. Predators,11005B3CED112D88,Rogers Arena,2021-11-05,19:00,2021-11-08,12,0,0
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2021-12-23,11,0,0
Canucks vs. Blue Jackets,11005526775A2EA2,Rogers Arena,2019-03-24,19:00,2018-11-12,13,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-09-06,13,0,0
Canucks vs. Jets,11005EDDB5FF308C,Rogers Arena,2024-03-09,19:00,2023-09-13,13,0,0
Canucks vs. Blue Jackets,11005D05E89652DD,Rogers Arena,2023-01-27,19:00,2022-09-10,15,0,0
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2023-09-20,9,0,0
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2023-03-05,9,0,0
Canucks vs. Blues,11005B3CECE92D62,Rogers Arena,2022-03-30,19:00,2022-01-30,32,0,0
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-08-29,37,0,0
Canucks vs. Blues,11005EDDB62C311F,Rogers Arena,2023-10-27,19:00,2023-07-30,46,0,0
Canucks vs. Wild,11005D05E8EB5398,Rogers Arena,2022-12-10,19:00,2022-08-29,46,0,0
Canucks vs. Hurricanes,11005EDDB64E3189,Rogers Arena,2023-12-09,19:00,2023-12-10,76,0,0
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-02-10,345,0,0
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-01-26,270,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-10-25,170,0,0
Canucks vs. Panthers,11005B95FC1E40FB,Rogers Arena,2022-01-21,19:00,2022-01-19,1248,0,0
Canucks vs. Senators,11005EDDB5DF2FF6,Rogers Arena,2024-01-02,19:00,2024-01-03,102,0,0
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2021-12-23,651,0,0
Canucks vs. Vegas Golden Knights,11005EDDB61830D9,Rogers Arena,2024-04-08,19:00,2023-11-14,66,0,0
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-11-18,19,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-09-27,14,0,0
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2020-05-04,5,0,0
Canucks vs. Flames,11005D05E8B6531F,Rogers Arena,2023-03-31,19:00,2022-11-13,32,0,0
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2020-04-15,3,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-03-26,3,0,0
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-07-14,3,0,0
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-04-11,2,0,0
Canucks vs. Wild,11005D05E8A252F5,Rogers Arena,2023-03-02,19:00,2023-03-17,2,0,0
Canucks vs. Stars,11005D05E8AF5310,Rogers Arena,2023-03-14,19:00,2022-08-24,2,0,0
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-07-29,1,0,0
Canucks vs. Kings,11005724C2E637CE,Rogers Arena,2019-12-28,19:00,2020-02-14,1,0,0
Canucks vs. Sharks,11005B3CECF02D66,Rogers Arena,2022-04-09,19:00,2022-04-27,1,0,0
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-09-16,1,0,0
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2020-05-01,1,0,0
Canucks vs. Ducks,11005EDDB643315F,Rogers Arena,2023-11-28,19:00,2023-12-26,1,0,0
Canucks vs. Oilers,110056FDD5A83CC4,Rogers Arena,2019-09-17,19:00,2019-10-14,1,0,0
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-04-21,1,0,0
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-03-10,1,0,0
Test Event - DO NOT PURCHASE,11005D5AE63A44CB,Rogers Arena,2023-04-09,19:00,2022-10-29,1,0,0
Canucks vs. Wings,11005723A12431EC,Rogers Arena,2019-10-15,19:00,2020-04-02,0,0,0
Canucks vs. Panthers,11005B95FC1E40FB,Rogers Arena,2022-01-21,19:00,2022-04-19,0,0,0
Canucks vs. Hurricanes,11005723A13C322A,Rogers Arena,2019-12-12,19:00,2020-07-21,0,0,0
Canucks vs. Predators,1100572384031F43,Rogers Arena,2020-02-10,19:00,2020-03-08,0,0,0
Canucks vs. Seattle Kraken,11005B9122B46B80,Rogers Arena,2022-02-21,19:00,2022-05-12,0,0,0
Canucks vs. Oilers,11005B3CED0C2D83,Rogers Arena,2021-10-30,19:00,2021-11-27,0,0,0
Canucks vs. Ducks,11005B3CED352DAF,Rogers Arena,2022-02-19,19:00,2022-03-29,0,0,0
Canucks vs. Blackhawks,11005EDDB5E93019,Rogers Arena,2024-01-22,19:00,2023-12-20,376,2,5
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-12-16,657,3,7
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:00,2023-12-16,100,2,4
Canucks vs. Blue Jackets,11005EDDB5EE305A,Rogers Arena,2024-01-27,19:00,2023-12-19,178,3,10
Canucks vs. Coyotes,11005EDDB5E32FFD,Rogers Arena,2024-01-18,19:00,2023-12-23,256,2,3
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2024-01-28,189,2,7
Canucks vs. Penguins,11005EDDB5F9307D,Rogers Arena,2024-02-27,19:00,2024-02-09,238,0,0
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2022-02-13,195,12,24
Canucks vs. Sabres,11005EDDB607309D,Rogers Arena,2024-03-19,19:00,2024-01-05,122,6,17
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2021-11-15,64,6,14
Canucks vs. Vegas Golden Knights,11005526781E320B,Rogers Arena,2019-03-09,19:00,2018-11-19,61,2,10
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2020-02-16,124,5,11
Canucks vs. Wings,11005B3CECE12D5C,Rogers Arena,2022-03-17,19:00,2022-02-02,79,3,5
Canucks vs. Senators,1100572383F51F36,Rogers Arena,2019-12-03,19:00,2019-10-26,96,2,2
Cancelled ticket due to 50% capacity Canucks vs Blues,11005B3CECD02C79,Rogers Arena,2022-01-23,19:00,2021-10-07,104,11,35
Canucks vs. Vegas Golden Knights,11005D05E8B15316,Rogers Arena,2023-03-21,19:00,2023-03-16,752,4,11
Canucks vs. Hurricanes,11005723A13C322A,Rogers Arena,2019-12-12,19:00,2019-11-10,95,4,11
Cancelled ticket due to 50% capacity Canucks vs Panthers,11005B3CECCB2C77,Rogers Arena,2022-01-21,19:00,2021-10-20,69,3,7
Canucks vs. Lightning,11005B3CECDC2D18,Rogers Arena,2022-03-13,19:00,2022-02-28,306,11,34
Canucks vs. Wings,11005EDDB5F1305E,Rogers Arena,2024-02-15,19:00,2024-01-03,363,3,7
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2019-12-24,49,5,14
Canucks vs. Devils,11005EDDB649316B,Rogers Arena,2023-12-05,19:00,2023-11-14,494,6,17
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-03-10,2457,16,33
Canucks vs. Islanders,11005EDDB63A314A,Rogers Arena,2023-11-15,19:00,2023-10-13,209,8,21
Canucks vs. Flames,11005B3CECD52C7F,Rogers Arena,2022-02-24,19:00,2021-10-20,78,4,10
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2020-03-02,310,7,20
Canucks vs. Flames,11005D05E8C15331,Rogers Arena,2023-04-08,19:00,2023-03-20,573,3,9
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-10-04,1257,7,14
Canucks vs. Ducks,11005D05E8D65350,Rogers Arena,2022-11-03,19:00,2022-10-22,579,9,18
Canucks vs. Blackhawks,11005D05E8BE532E,Rogers Arena,2023-04-06,19:00,2022-08-30,84,8,20
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-09-09,223,11,26
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2020-01-27,802,27,63
Canucks vs. Coyotes,110056FDD5B33CCE,Rogers Arena,2019-09-26,19:00,2019-07-31,399,7,16
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-11-04,46,3,10
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2024-01-10,242,5,13
Canucks vs. Flyers,11005EDDB65E319B,Rogers Arena,2023-12-28,19:00,2023-10-15,138,3,9
Canucks vs. Seattle Kraken,11005D05E8F553A7,Rogers Arena,2022-12-22,19:00,2022-09-11,61,5,15
Canucks vs. Jets,11005D05E8EE53A3,Rogers Arena,2022-12-17,19:00,2022-09-30,72,5,13
Canucks vs. Vegas Golden Knights,11005723A141322D,Rogers Arena,2019-12-19,19:00,2019-10-20,177,12,40
Canucks vs. Flames,11005724C2CC37B1,Rogers Arena,2022-03-14,19:00,2020-01-05,78,5,22
Canucks vs. Lightning,11005D05E88B52BE,Rogers Arena,2023-01-18,19:00,2022-12-25,198,4,9
Canucks vs. Kings,11005B3CECFD2D76,Rogers Arena,2022-04-28,19:00,2022-03-14,182,5,15
Canucks vs. Avalanche,11005723840D1F47,Rogers Arena,2020-03-06,19:00,2020-01-31,154,4,11
Canucks vs. Stars,11005EDDB61230D0,Rogers Arena,2024-03-28,19:00,2024-02-13,217,3,6
Canucks vs. Lightning,11005723A11C31CD,Rogers Arena,2022-03-11,19:00,2020-01-25,60,3,9
Canucks vs. Flames,1100552677CB31A6,Rogers Arena,2019-03-23,19:00,2018-12-19,66,6,15
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-07-17,259,20,55
Canucks vs. Oilers,11005EDDB62A3117,Rogers Arena,2023-10-11,19:00,2023-07-24,209,5,15
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-02-29,250,16,33
Canucks vs. Kings,11005B3CED222D9D,Rogers Arena,2021-12-06,19:00,2021-11-21,394,11,31
Canucks vs. Flames,11005D05E8B6531F,Rogers Arena,2023-03-31,19:00,2023-02-28,229,4,8
Canucks vs. Kings,11005EDDB5FC3087,Rogers Arena,2024-02-29,19:00,2023-11-17,74,2,10
Canucks vs. Rangers,11005526774D2CD6,Rogers Arena,2019-03-13,19:00,2019-02-14,85,3,8
Canucks vs. Sharks,11005723A12031DF,Rogers Arena,2022-03-13,19:00,2019-12-06,27,2,5
Canucks vs. Blackhawks,11005D05E89352D7,Rogers Arena,2023-01-24,19:00,2022-10-21,42,2,6
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2020-01-02,78,2,6
Canucks vs. Senators,1100552677532D9A,Rogers Arena,2019-03-20,19:00,2018-12-23,20,2,4
Canucks vs. Hurricanes,11005EDDB64E3189,Rogers Arena,2023-12-09,19:00,2023-09-23,50,2,4
Canucks vs. Jets,11005EDDB5F43070,Rogers Arena,2024-02-17,19:00,2023-08-24,39,1,2
Canucks vs. Panthers,11005EDDB6553192,Rogers Arena,2023-12-14,19:00,2023-10-24,151,1,2
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2023-02-04,66,1,2
Canucks vs. Sharks,11005D05E8B4531A,Rogers Arena,2023-03-23,19:00,2022-10-29,19,1,2
Canucks vs. Rangers,11005D05E89B52EC,Rogers Arena,2023-02-15,19:00,2022-10-12,37,1,2
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-03-05,255,1,2
Canucks vs. Flames,11005724C2C837A8,Rogers Arena,2020-02-08,19:00,2019-12-05,165,1,2
Canucks vs. Blues,11005723A1093175,Rogers Arena,2020-01-27,19:00,2019-10-18,47,1,2
Canucks vs. Rangers,11005724C2BF37A3,Rogers Arena,2020-01-04,19:00,2019-11-10,130,1,2
Canucks vs. Avalanche,11005724C2D237B6,Rogers Arena,2019-11-16,19:00,2019-09-30,118,1,2
Canucks vs. Sharks,11005526768F2A33,Rogers Arena,2019-04-02,19:00,2018-12-01,9,1,2
Canucks vs. Senators,11005D05E8AC530E,Rogers Arena,2023-03-11,19:00,2023-02-02,120,1,3
Canucks vs. Capitals,11005B3CECDA2D0F,Rogers Arena,2022-03-11,19:00,2021-11-23,71,1,3
Canucks vs. Oilers,11005EDDB6383138,Rogers Arena,2023-11-06,19:00,2023-08-09,92,1,4
Canucks vs. Ducks,1100572384171F50,Rogers Arena,2022-03-15,19:00,2019-10-15,25,1,1
Canucks vs. Capitals,11005EDDB6053099,Rogers Arena,2024-03-16,19:00,2024-02-08,313,1,1
Canucks vs. Flames,11005EDDB61D30E0,Rogers Arena,2024-04-16,19:00,2024-02-08,228,1,5
Canucks vs. Stars,1100552676892A23,Rogers Arena,2019-03-30,19:00,2018-10-03,9,1,5
Canucks vs. Ducks,1100572384081F45,Rogers Arena,2020-02-16,14:00,2020-01-05,196,7,17
Canucks vs. Jets,1100572384121F4E,Rogers Arena,2022-03-11,17:00,2020-02-21,249,8,19
Canucks vs. Sabres,1100572383F91F3D,Rogers Arena,2019-12-07,13:00,2019-09-16,87,8,22
Canucks vs. Leafs,11005EDDB5E63009,Rogers Arena,2024-01-20,16:00,2023-08-23,2790,66,170
Canucks vs. Devils,11005723A1303213,Rogers Arena,2019-11-10,13:00,2019-10-20,334,24,79
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2022-12-04,366,12,30
Canucks vs. Vegas Golden Knights,11005D05E8DE5377,Rogers Arena,2022-11-21,19:30,2022-10-27,259,8,23
Canucks vs. Canadiens,11005D05E8E95390,Rogers Arena,2022-12-05,19:30,2022-10-14,205,7,23
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2024-01-19,161,5,18
Canucks vs. Leafs,11005526781831FC,Rogers Arena,2019-03-06,18:00,2018-12-10,134,5,18
Canucks vs. Blackhawks,11005B3CED1D2D94,Rogers Arena,2021-11-21,17:00,2021-11-07,750,5,8
Canucks vs. Blues,11005D05E8F253A5,Rogers Arena,2022-12-19,19:30,2022-11-10,112,4,10
Canucks vs. Coyotes,11005723A110317B,Rogers Arena,2020-03-04,19:30,2020-02-06,98,3,4
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2023-01-05,56,2,4
Canucks vs. Coyotes,11005EDDB61B30DB,Rogers Arena,2024-04-10,19:30,2023-12-26,123,2,4
Canucks vs. Blackhawks,11005724CCE93AFC,Rogers Arena,2020-02-12,19:30,2020-01-15,191,2,4
Canucks vs. Predators,11005D05E8A75307,Rogers Arena,2023-03-06,19:30,2023-01-01,18,2,5
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-09-03,44,2,5
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-11-06,116,1,6
Canucks vs. Bruins,11005EDDB5F63078,Rogers Arena,2024-02-24,16:00,2023-07-22,64,1,2
Canucks vs. Bruins,11005D05E8A052F1,Rogers Arena,2023-02-25,16:00,2022-10-07,52,1,2
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2023-09-27,31,1,2
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2024-01-05,150,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2024-02-19,323,0,0
Canucks vs. Avalanche,11005EDDB6023093,Rogers Arena,2024-03-13,19:30,2023-07-13,3,0,0
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2021-12-30,35,0,0
Canucks vs. Leafs,11005D05E8A552FD,Rogers Arena,2023-03-04,16:00,2022-10-04,142,0,0
Canucks vs. Leafs,11005D05E8A552FD,Rogers Arena,2023-03-04,16:00,2023-03-15,12,0,0
Canucks vs. Ducks,1100572384081F45,Rogers Arena,2020-02-16,14:00,2019-11-08,82,0,0
Canucks vs. Ducks,11005EDDB61530D3,Rogers Arena,2024-03-31,12:30,2024-04-08,5,0,0
Canucks vs. Kings,11005D05E8B95325,Rogers Arena,2023-04-02,17:00,2022-09-05,15,0,0
Canucks vs. Bruins,11005B3CED252D9F,Rogers Arena,2021-12-08,18:00,2023-02-25,0,0,0
Canucks vs. Canadiens,11005B3CECD72C81,Rogers Arena,2022-03-09,19:30,2022-05-26,0,0,0
Canucks vs. Vegas Golden Knights,11005723841C1F52,Rogers Arena,2022-03-16,19:00,2020-03-29,6,0,0
Canucks vs. Islanders,11005723A11831B0,Rogers Arena,2020-03-10,19:00,2019-10-01,6,0,0
Canucks vs. Sabres,11005B3CECE72D60,Rogers Arena,2022-03-20,19:00,2022-04-03,5,0,0
